year,originPackage,originClass,originLocation,destPackage,destClass,destLocation,duplicateSize
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1914,390,<46,0>,<65,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDriverTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1911,223,<45,0>,<56,32>)",8
2007,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,139,<114,0>,<123,5>)",base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3525,139,<121,0>,<130,5>)",6
2007,base.trunk.src.org.hsqldb.jdbc,jdbcStatement,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71599,1356,<1747,0>,<1772,88>)",base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37344,1356,<911,0>,<936,88>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcBlobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2076,165,<50,0>,<57,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDriverTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1911,189,<45,0>,<54,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2262,189,<58,0>,<67,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(3266,352,<99,0>,<121,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,352,<114,0>,<136,36>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobDataMemory,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobDataMemory.java|(3991,120,<136,0>,<144,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobDataID,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobDataID.java|(2453,120,<70,0>,<78,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(3102,352,<98,0>,<120,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3389,352,<114,0>,<136,36>)",14
2007,base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4252,248,<157,0>,<167,41>)",base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4805,248,<181,0>,<191,41>)",7
2007,base.trunk.src.org.hsqldb.jdbc,jdbcSQLXML,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcSQLXML.java|(1793,182,<36,0>,<41,22>)",base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(1656,182,<32,0>,<37,22>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(1656,182,<32,0>,<37,22>)",base.trunk.src.org.hsqldb.util.preprocessor,Document,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/preprocessor/Document.java|(1824,182,<38,0>,<43,22>)",5
2007,base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(13334,205,<417,0>,<425,9>)",base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(8356,205,<299,0>,<307,9>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(56328,117,<1385,0>,<1392,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(12988,117,<362,0>,<369,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/NumberType.java|(5293,149,<156,0>,<164,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/OtherType.java|(2404,217,<68,0>,<80,5>)",6
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2287,164,<59,0>,<67,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDriverTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1936,164,<46,0>,<54,5>)",6
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDriverTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1936,164,<46,0>,<54,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2287,164,<59,0>,<67,5>)",6
2007,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(121582,117,<3142,0>,<3149,5>)",base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(120076,117,<2890,0>,<2897,5>)",5
2007,base.trunk.src.org.hsqldb.util,Tree,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/Tree.java|(7308,1033,<266,0>,<313,35>)",base.trunk.src.org.hsqldb.util,Grid,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/Grid.java|(7710,1167,<286,0>,<335,35>)",20
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(5043,248,<190,0>,<200,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5076,248,<192,0>,<202,41>)",7
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionPrepareCallTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionPrepareCallTest.java|(6468,123,<175,0>,<180,1>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(16617,199,<601,0>,<607,17>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1914,238,<46,0>,<58,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2262,189,<58,0>,<67,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcPreparedStatement,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(146529,1402,<3510,0>,<3536,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc.pool,BaseConnectionWrapper,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/pool/BaseConnectionWrapper.java|(11896,302,<414,0>,<424,5>)",6
2007,base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10608,1419,<280,0>,<307,5>)",base.trunk.src.org.hsqldb.jdbc,jdbcPreparedStatement,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(145735,1402,<3490,0>,<3516,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(118646,261,<2855,0>,<2863,13>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(91447,279,<2304,0>,<2313,13>)",6
2007,base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(1857,162,<42,0>,<47,24>)",base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(1626,162,<33,0>,<38,24>)",5
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1952,223,<47,0>,<58,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2030,223,<48,0>,<59,32>)",8
2007,base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(35704,159,<1122,0>,<1129,9>)",base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(26960,159,<785,0>,<792,9>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestLibSpeed,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestLibSpeed.java|(2284,186,<58,0>,<64,12>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,Library,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/Library.java|(6367,186,<139,0>,<145,12>)",6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcParameterMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,198,<45,0>,<54,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2647,198,<65,0>,<74,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(46119,177,<1123,0>,<1133,1>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(16072,177,<451,0>,<461,1>)",8
2007,base.trunk.src.org.hsqldb.jdbc,jdbcDatabaseMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDatabaseMetaData.java|(256131,1435,<5979,0>,<6006,5>)",base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19394,1437,<468,0>,<495,5>)",7
2007,base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2373,149,<63,0>,<71,5>)",base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(2404,217,<68,0>,<80,5>)",6
2007,base.trunk.test.org.hsqldb.jdbc,UtilTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11657,173,<276,0>,<283,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2110,165,<51,0>,<58,25>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4586,248,<170,0>,<180,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4252,248,<157,0>,<167,41>)",7
2007,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4530,451,<169,0>,<188,29>)",base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4763,451,<180,0>,<199,29>)",14
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4356,189,<118,0>,<127,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2010,189,<49,0>,<58,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/NumberType.java|(13444,224,<430,0>,<444,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(3514,224,<110,0>,<124,9>)",10
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BinaryType.java|(2503,186,<67,0>,<77,35>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/OtherType.java|(2404,254,<68,0>,<82,35>)",7
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1952,223,<47,0>,<58,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2213,223,<56,0>,<67,32>)",8
2007,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,234,<56,0>,<67,32>)",base.trunk.test.org.hsqldb.jdbc,jdbcBlobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2050,234,<49,0>,<60,32>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,TransferDb,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/TransferDb.java|(1625,216,<33,0>,<39,26>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.cmdline,SqlFile,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/cmdline/SqlFile.java|(2016,216,<45,0>,<51,26>)",6
2007,base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(3004,200,<86,0>,<97,23>)",base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(4140,186,<116,0>,<127,23>)",6
2007,base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(8688,224,<264,0>,<278,9>)",base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2779,224,<87,0>,<101,9>)",10
2007,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4701,248,<171,0>,<181,41>)",base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5057,248,<192,0>,<202,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,Types,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/Types.java|(31615,490,<913,0>,<922,44>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,Type,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/Type.java|(18889,490,<568,0>,<577,44>)",9
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementWhileClosedTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementWhileClosedTest.java|(2410,198,<60,0>,<69,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDriverTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1911,189,<45,0>,<54,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(85313,101,<2081,0>,<2088,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(93226,101,<2348,0>,<2355,5>)",5
2007,base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5057,248,<192,0>,<202,41>)",base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4701,248,<171,0>,<181,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(21160,196,<679,0>,<687,31>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,ZaurusDatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(15385,196,<482,0>,<490,31>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.server,WebServer,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/server/WebServer.java|(7425,682,<180,0>,<201,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.server,Server,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/server/Server.java|(15061,682,<384,0>,<405,5>)",16
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(2376,186,<63,0>,<73,35>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BlobType.java|(2373,186,<63,0>,<73,35>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3539,352,<121,0>,<143,36>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3085,352,<99,0>,<121,36>)",14
2007,base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3085,139,<99,0>,<108,5>)",base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(3990,139,<141,0>,<150,5>)",6
2007,base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(10608,1419,<280,0>,<307,5>)",base.trunk.src.org.hsqldb.jdbc,jdbcStatement,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71634,1402,<1748,0>,<1774,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(56658,101,<1469,0>,<1476,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(63571,101,<1568,0>,<1575,5>)",5
2007,base.trunk.src.org.hsqldb.types,Type,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/Type.java|(18207,490,<543,0>,<552,44>)",base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(8757,490,<284,0>,<293,44>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(4293,139,<156,0>,<165,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3094,139,<99,0>,<108,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,451,<191,0>,<210,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3747,451,<134,0>,<153,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc.pool,BaseConnectionWrapper,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/pool/BaseConnectionWrapper.java|(11896,302,<414,0>,<424,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37414,1402,<913,0>,<939,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(5043,248,<190,0>,<200,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4846,248,<175,0>,<185,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowInputTextLog,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/rowio/RowInputTextLog.java|(8943,222,<347,0>,<354,39>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowInputText,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/rowio/RowInputText.java|(10058,222,<397,0>,<404,39>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BooleanType.java|(4960,178,<171,0>,<180,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(4817,178,<165,0>,<174,9>)",6
2007,base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(85765,139,<2087,0>,<2095,5>)",base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(98886,139,<2503,0>,<2511,5>)",6
